# 新课抢先学_3. 邮件营销（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:10.140] 那正好 安欲來到這個部分的內容
[00:00:10.140 - 00:00:15.260] 我們在這期內的課程有十到很多的關於郵政影校
[01:15:23.260 - 01:15:23.580] 有趣
[01:15:23.580 - 01:15:24.780] 是我們可以分享
[01:15:24.780 - 01:15:25.380] 我們已經
[01:15:25.380 - 01:15:26.860] 把到了
[01:15:26.860 - 01:15:28.940] 30多加企業
[01:15:28.940 - 01:15:30.620] 導到
[01:15:30.620 - 01:15:31.980] 他們
[01:15:31.980 - 01:15:34.380] 近年最高的
[01:15:34.380 - 01:15:35.180] 小時候
[01:15:35.180 - 01:15:36.940] 或者
[01:15:36.940 - 01:15:38.860] 他們是利用了
[01:15:38.860 - 01:15:40.860] 5的設備以後
[01:15:40.860 - 01:15:42.460] 甚至是可以導到
[01:15:42.460 - 01:15:44.220] 會分之30以上的
[01:15:44.220 - 01:15:46.220] 客戶滿意度等等
[01:15:46.220 - 01:15:48.220] 就等於是說
[01:15:48.220 - 01:15:48.940] 通過
[01:15:48.940 - 01:15:50.620] 我們服務過的客戶
[01:15:50.620 - 01:15:52.460] 或者
[01:15:52.460 - 01:15:54.060] 客戶的反規
[01:15:54.060 - 01:15:55.900] 還要客戶的故事
[01:15:55.900 - 01:15:57.900] 就可以讓新的客戶
[01:15:57.900 - 01:15:58.620] 感覺
[01:15:58.620 - 01:16:00.780] 它不僅是
[01:16:00.780 - 01:16:01.660] 想要了解
[01:16:01.660 - 01:16:02.220] 跟多的
[01:16:02.220 - 01:16:03.260] 關於我們產品
[01:16:03.260 - 01:16:03.980] 而是說
[01:16:03.980 - 01:16:05.100] 它確實
[01:16:05.100 - 01:16:06.220] 也需要
[01:16:06.220 - 01:16:07.260] 這個產品
[01:16:07.260 - 01:16:09.180] 所以從新取道
[01:16:09.180 - 01:16:10.220] 以外
[01:16:10.220 - 01:16:11.820] 然後在最後一個部分
[01:16:11.820 - 01:16:13.660] 我們需要總結一下
[01:16:13.660 - 01:16:15.580] 我們給客戶發的有件
[01:16:15.580 - 01:16:17.500] 就可以加一個行動
[01:16:17.500 - 01:16:19.180] 行動的意思是說
[01:16:19.180 - 01:16:20.620] 不要在前面
[01:16:20.620 - 01:16:21.740] 簡單的介紹
[01:16:21.740 - 01:16:22.460] 我們公司
[01:16:22.460 - 01:16:23.980] 介紹我們唱片
[01:16:23.980 - 01:16:25.260] 然後什麼都不說
[01:16:25.260 - 01:16:26.540] 就等於是說
[01:16:26.540 - 01:16:28.860] 可我看了這份有件以後
[01:16:28.860 - 01:16:30.060] 它看了看了
[01:16:30.060 - 01:16:31.180] 但是這絕的
[01:16:31.180 - 01:16:33.100] 沒有什麼都需要做的
[01:16:33.100 - 01:16:33.900] 所以它就會
[01:16:33.900 - 01:16:34.780] 看了以後
[01:16:34.780 - 01:16:35.980] 就什麼都不會做了
[01:16:35.980 - 01:16:36.460] 然後
[01:16:36.460 - 01:16:37.340] 廣闭結分
[01:16:37.340 - 01:16:38.860] 有件就離開了
[01:16:38.860 - 01:16:39.980] 那我們在
[01:16:39.980 - 01:16:41.740] 我們有件下面的
[01:16:41.740 - 01:16:42.540] 就是
[01:16:42.540 - 01:16:43.420] 的中節
[01:16:43.420 - 01:16:44.540] 才最後一個部分
[01:16:44.540 - 01:16:47.020] 我們還是可以加一個行動
[01:16:47.020 - 01:16:48.620] 行動的意思是說
[01:16:48.620 - 01:16:50.700] 如果你對我們公司
[01:16:50.700 - 01:16:53.500] 的業務和長平比較乾興趣
[01:16:53.500 - 01:16:54.540] 請練習我們
[01:16:54.540 - 01:16:55.980] 或者請到
[01:16:55.980 - 01:16:57.900] 我們中國製造的這個
[01:16:57.900 - 01:16:58.780] 驗面了解
[01:16:58.780 - 01:16:59.820] 跟多等等
[01:16:59.820 - 01:17:00.940] 所以在於是說
[01:17:00.940 - 01:17:01.740] 我們希望
[01:17:01.740 - 01:17:03.980] 用它做什麼行動
[01:17:03.980 - 01:17:05.180] 再對我們
[01:17:05.180 - 01:17:06.940] 來說還是比較好一點
[01:17:06.940 - 01:17:09.020] 是練習我們還是
[01:17:09.020 - 01:17:10.860] 有一個雖然還是說
[01:17:10.860 - 01:17:12.860] 到我們中國製造的主業
[01:17:12.860 - 01:17:13.980] 看一下
[01:17:13.980 - 01:17:17.020] 還是哪一個方面的行動
[01:17:17.020 - 01:17:19.660] 所以在這裡還是可以
[01:17:19.660 - 01:17:21.260] 才次給大家介紹
[01:17:21.260 - 01:17:22.140] 這個邏輯
[01:17:22.140 - 01:17:24.140] 這個IE的這個邏輯
[01:17:24.140 - 01:17:25.580] 然後我們先需要
[01:17:25.580 - 01:17:27.340] 吸引客戶的主意力
[01:17:27.340 - 01:17:28.140] 然後
[01:17:28.140 - 01:17:30.140] 因為他看了這個
[01:17:30.140 - 01:17:30.940] 這份有件
[01:17:30.940 - 01:17:33.020] 他開始看的時候
[01:17:33.020 - 01:17:33.820] 他
[01:17:33.820 - 01:17:36.620] 如果他一看就看到有很多
[01:17:36.620 - 01:17:38.620] 關於我們公司的介紹
[01:17:38.620 - 01:17:39.900] 然後有一些很多
[01:17:39.900 - 01:17:40.620] 跟
[01:17:40.620 - 01:17:42.060] 這個故事的背景
[01:17:42.060 - 01:17:43.900] 想光的一些新鮮
[01:17:43.900 - 01:17:45.980] 他會慢慢持續
[01:17:45.980 - 01:17:47.420] 他對這份有件的
[01:17:47.420 - 01:17:48.620] 系列
[01:17:48.620 - 01:17:49.980] 就是他會覺得
[01:17:49.980 - 01:17:51.020] 這份有件是
[01:17:51.020 - 01:17:52.060] 沒什麼新鮮
[01:17:52.060 - 01:17:53.580] 沒什麼價值
[01:17:53.580 - 01:17:54.860] 那我們最好是
[01:17:54.860 - 01:17:55.420] 在
[01:17:55.420 - 01:17:58.060] 我們剛開始寫這份有件的時候
[01:17:58.060 - 01:17:59.260] 我們可以寫
[01:17:59.260 - 01:18:01.260] 真的接著想一下自己
[01:18:01.260 - 01:18:02.700] 你好我是
[01:18:02.700 - 01:18:03.580] ADIZ
[01:18:03.580 - 01:18:04.700] 我在
[01:18:04.700 - 01:18:06.300] 這叫企業上班
[01:18:06.300 - 01:18:07.580] 我父子這個
[01:18:07.580 - 01:18:08.540] 我知道
[01:18:08.540 - 01:18:10.220] 現在很多企業
[01:18:10.220 - 01:18:12.060] 都遇到過這個問題
[01:18:12.060 - 01:18:13.820] 然後我先寫了
[01:18:13.820 - 01:18:15.500] 也看了有遇到過
[01:18:15.500 - 01:18:17.500] 然後我們的
[01:18:17.500 - 01:18:19.500] 設備是可以辦理
[01:18:19.500 - 01:18:21.020] 解決這部份的問題
[01:18:21.020 - 01:18:22.460] 然後可以接著
[01:18:22.460 - 01:18:24.220] 到百分之三十八個個個個
[01:18:25.260 - 01:18:26.380] 這等於是說
[01:18:26.380 - 01:18:28.460] 可我看了
[01:18:28.460 - 01:18:30.140] 這份有件的時候
[01:18:30.140 - 01:18:31.260] 他一定會
[01:18:31.260 - 01:18:32.780] 先寫一下
[01:18:32.780 - 01:18:33.660] 那
[01:18:33.660 - 01:18:35.260] 我可以得到什麼
[01:18:35.260 - 01:18:36.940] 我為什麼要
[01:18:36.940 - 01:18:37.580] 管
[01:18:37.580 - 01:18:39.820] 你這一份有件的理由
[01:18:39.820 - 01:18:40.780] 所以我們
[01:18:40.780 - 01:18:41.380] 我們發業
[01:18:41.380 - 01:18:42.300] 真的時候
[01:18:42.300 - 01:18:43.900] 除了介紹一下自己
[01:18:43.900 - 01:18:45.020] 也可以說一下
[01:18:45.020 - 01:18:45.740] 我們為什麼
[01:18:45.740 - 01:18:46.780] 發了這份有件
[01:18:46.780 - 01:18:47.340] 可以說
[01:18:47.340 - 01:18:48.220] 我希望我可以
[01:18:48.220 - 01:18:49.100] 給你介紹一下
[01:18:49.100 - 01:18:50.300] 我們公司
[01:18:50.300 - 01:18:50.940] 因為我覺得
[01:18:50.940 - 01:18:51.420] 我們公司
[01:18:51.420 - 01:18:53.180] 還是可以幫你
[01:18:53.180 - 01:18:53.820] 減少
[01:18:53.820 - 01:18:55.260] 跟我們多的成本
[01:18:55.820 - 01:18:56.940] 但是還是需要
[01:18:56.940 - 01:18:57.420] 提到
[01:18:57.420 - 01:18:58.940] 客戶他
[01:18:58.940 - 01:19:00.140] 看了這份有件
[01:19:00.140 - 01:19:01.260] 或者了解
[01:19:01.260 - 01:19:02.140] 跟我們公司
[01:19:02.140 - 01:19:02.620] 或者是
[01:19:02.620 - 01:19:04.140] 選擇我們公司的話
[01:19:04.140 - 01:19:05.740] 他主題可以得到什麼
[01:19:05.740 - 01:19:06.580] 他為什麼需要
[01:19:06.580 - 01:19:07.500] 客
[01:19:07.500 - 01:19:08.300] 因為如果
[01:19:08.300 - 01:19:09.740] 我們沒有給他說的話
[01:19:09.740 - 01:19:11.100] 他不一定會
[01:19:11.100 - 01:19:12.060] 很客
[01:19:12.060 - 01:19:12.540] 他會
[01:19:12.540 - 01:19:13.180] 再後
[01:19:13.180 - 01:19:14.140] 我們給他們說了
[01:19:14.140 - 01:19:15.660] 很多的信息
[01:19:15.660 - 01:19:16.300] 所以
[01:19:16.300 - 01:19:17.900] 我們可以
[01:19:17.900 - 01:19:19.020] 可以先提到
[01:19:19.020 - 01:19:20.460] 我們為什麼發了這份
[01:19:20.460 - 01:19:20.940] 有件
[01:19:20.940 - 01:19:22.460] 我們的目的是什麼
[01:19:22.460 - 01:19:23.900] 然後我們就可以說
[01:19:23.900 - 01:19:25.580] 如果你了解
[01:19:25.580 - 01:19:26.620] 跟多的
[01:19:26.620 - 01:19:28.140] 我可以給你聽話
[01:19:28.140 - 01:19:29.180] 替皇是嗎
[01:19:29.180 - 01:19:30.140] 就等於說
[01:19:30.140 - 01:19:31.900] 我可以把你的
[01:19:31.900 - 01:19:32.940] 主意力
[01:19:32.940 - 01:19:34.140] 替皇是
[01:19:34.140 - 01:19:35.180] 替皇成什麼
[01:19:35.180 - 01:19:35.580] 有時候
[01:19:35.580 - 01:19:36.460] 你看了這份
[01:19:36.460 - 01:19:37.180] 又見過
[01:19:37.180 - 01:19:37.980] 這
[01:19:37.980 - 01:19:38.620] 願意
[01:19:38.620 - 01:19:39.340] 說到
[01:19:39.340 - 01:19:40.300] 我
[01:19:40.300 - 01:19:40.860] 想說
[01:19:40.860 - 01:19:41.580] 都對的
[01:19:41.580 - 01:19:42.380] 點話
[01:19:42.380 - 01:19:43.260] 你就可以
[01:19:43.260 - 01:19:44.620] 得到什麼
[01:19:44.620 - 01:19:45.100] 就是
[01:19:45.100 - 01:19:45.500] 客戶
[01:19:45.500 - 01:19:47.020] 他一定會想
[01:19:47.020 - 01:19:47.980] 瞭解一下
[01:19:47.980 - 01:19:48.380] 這個
[01:19:48.380 - 01:19:49.420] 因為他會覺得
[01:19:49.420 - 01:19:50.340] 我為什麼需要
[01:19:50.340 - 01:19:51.180] 客
[01:19:51.180 - 01:19:52.140] 然後你就可以
[01:19:52.140 - 01:19:52.780] 下
[01:19:52.780 - 01:19:53.660] 加給多的一些
[01:19:53.660 - 01:19:54.220] 細節
[01:19:54.220 - 01:19:55.260] 跟多的一些信息
[01:19:55.260 - 01:19:55.660] 所以
[01:19:55.660 - 01:19:55.900] 這等於
[01:19:55.900 - 01:19:56.700] 就是說
[01:19:56.700 - 01:19:57.500] 最好不要
[01:19:57.500 - 01:19:58.300] 把
[01:19:58.300 - 01:19:58.940] 所有的
[01:19:58.940 - 01:19:59.500] 一些細節
[01:19:59.500 - 01:20:00.780] 都放個頭部
[01:20:00.780 - 01:20:01.420] 而是
[01:20:01.420 - 01:20:03.180] 可以先在圖部介紹
[01:20:03.180 - 01:20:03.820] 你發現
[01:20:03.820 - 01:20:05.020] 有件的目的
[01:20:05.020 - 01:20:05.500] 同時
[01:20:05.500 - 01:20:07.420] 用不他可以得到什麼
[01:20:07.420 - 01:20:08.540] 然後在中間
[01:20:08.540 - 01:20:09.020] 酒價
[01:20:09.020 - 01:20:10.300] 跟多的一些細節
[01:20:10.300 - 01:20:11.900] 跟多的一些信息
[01:20:11.900 - 01:20:12.940] 然後在
[01:20:12.940 - 01:20:13.820] 中間的部分
[01:20:13.820 - 01:20:15.500] 你就可以中間一下
[01:20:15.500 - 01:20:16.700] 你希望
[01:20:16.700 - 01:20:18.060] 還是可以在提醒一下
[01:20:18.060 - 01:20:19.980] 給我你希望他做什麼
[01:20:19.980 - 01:20:20.460] 還有
[01:20:20.460 - 01:20:21.660] 你公司是
[01:20:21.660 - 01:20:22.860] 提供什麼的
[01:20:22.860 - 01:20:23.900] 然後
[01:20:23.900 - 01:20:24.780] 你還是可以給
[01:20:24.780 - 01:20:25.180] 客戶
[01:20:25.180 - 01:20:25.660] 低攻
[01:20:25.660 - 01:20:26.300] 另外一個
[01:20:26.300 - 01:20:26.860] 不然必
[01:20:26.860 - 01:20:27.260] 就等於
[01:20:27.260 - 01:20:27.980] 就是說
[01:20:27.980 - 01:20:28.780] 如果他
[01:20:28.780 - 01:20:29.100] 對
[01:20:29.100 - 01:20:32.780] 這個設備不敢興趣
[01:20:32.780 - 01:20:33.740] 那你還是可以
[01:20:33.740 - 01:20:34.700] 給到說
[01:20:34.700 - 01:20:35.500] 那如果你對
[01:20:35.500 - 01:20:36.220] 這個產品
[01:20:36.220 - 01:20:37.740] 不敢興趣的話
[01:20:37.740 - 01:20:38.540] 我們還是有
[01:20:38.540 - 01:20:41.340] 很多其他類似產品
[01:20:41.340 - 01:20:42.220] 你可以點擊
[01:20:42.220 - 01:20:42.940] 這裡
[01:20:42.940 - 01:20:43.660] 看我們
[01:20:43.660 - 01:20:45.340] 所有的產品系列
[01:20:45.340 - 01:20:46.060] 等等
[01:20:46.060 - 01:20:47.260] 可能如果
[01:20:47.260 - 01:20:48.300] 他對這個
[01:20:48.300 - 01:20:49.100] 不敢興趣
[01:20:49.100 - 01:20:49.820] 他不知道
[01:20:49.820 - 01:20:51.100] 你有沒有其他
[01:20:51.100 - 01:20:52.460] 比較相同的
[01:20:52.460 - 01:20:53.740] 產品系列
[01:20:53.740 - 01:20:55.580] 那他可能會覺得
[01:20:55.580 - 01:20:57.340] 我不需要你的
[01:20:57.340 - 01:20:57.980] 保住
[01:20:57.980 - 01:20:59.100] 他就會
[01:20:59.100 - 01:20:59.900] 不曬蔡固
[01:20:59.900 - 01:21:01.580] 你給他發了信息
[01:21:01.580 - 01:21:01.900] 那是
[01:21:01.900 - 01:21:03.660] 如果你還是給他說
[01:21:03.660 - 01:21:04.380] 其實出了
[01:21:04.380 - 01:21:05.100] 這個之外
[01:21:05.100 - 01:21:06.220] 我還有其他的
[01:21:06.220 - 01:21:06.620] 那
[01:21:06.620 - 01:21:08.060] 可能就可以
[01:21:08.060 - 01:21:09.100] 保住他
[01:21:09.100 - 01:21:09.980] 現在有的
[01:21:09.980 - 01:21:11.420] 部分輸球
[01:21:11.420 - 01:21:12.220] 同時
[01:21:12.220 - 01:21:12.940] 如果客戶
[01:21:12.940 - 01:21:13.740] 他
[01:21:13.740 - 01:21:14.460] 在你
[01:21:14.460 - 01:21:15.260] 有見
[01:21:15.260 - 01:21:16.380] 裡面沒有找到
[01:21:16.380 - 01:21:18.220] 自己需要的一些信息
[01:21:18.220 - 01:21:19.100] 那可能
[01:21:19.100 - 01:21:21.660] 還是想到了其他一些問題
[01:21:21.660 - 01:21:22.700] 那你還是可以
[01:21:22.700 - 01:21:23.420] 再給他
[01:21:23.420 - 01:21:24.300] 說一下
[01:21:24.300 - 01:21:26.220] 你的其他聯繫方式
[01:21:26.220 - 01:21:27.260] 有哪一些
[01:21:27.260 - 01:21:28.620] 可能他
[01:21:28.620 - 01:21:29.660] 比如說他會富裕的
[01:21:29.660 - 01:21:30.460] 這樣
[01:21:30.460 - 01:21:31.100] 可能覺得
[01:21:31.100 - 01:21:32.300] 太馬方了
[01:21:32.300 - 01:21:33.420] 那你可以
[01:21:33.420 - 01:21:34.300] 說一下
[01:21:34.300 - 01:21:35.420] 如果你還有什麼
[01:21:35.420 - 01:21:36.620] 疑問的話
[01:21:36.620 - 01:21:37.980] 你可以給我
[01:21:37.980 - 01:21:38.780] 打電話
[01:21:38.780 - 01:21:39.900] 或者你可以
[01:21:39.900 - 01:21:40.620] 加我的
[01:21:40.620 - 01:21:41.340] 我罩
[01:21:41.340 - 01:21:42.140] 或者你可以
[01:21:42.140 - 01:21:43.820] 在這裡練習我的
[01:21:43.820 - 01:21:44.700] 這樣就可不
[01:21:44.700 - 01:21:46.140] 還是可以了解
[01:21:46.140 - 01:21:47.740] 你是做什麼
[01:21:47.740 - 01:21:48.380] 同時
[01:21:48.380 - 01:21:49.740] 你還是可以
[01:21:49.740 - 01:21:50.860] 給他們
[01:21:50.860 - 01:21:52.460] 給他們
[01:21:52.460 - 01:21:53.820] 幾公司
[01:21:53.820 - 01:21:54.620] 然後就
[01:21:54.620 - 01:21:56.620] 還是可以
[01:21:56.620 - 01:21:57.420] 介紹
[01:21:57.420 - 01:21:59.420] 為什麼他特別需要
[01:21:59.420 - 01:22:00.380] 他需要有這個
[01:22:00.380 - 01:22:01.420] 意外
[01:22:01.420 - 01:22:02.140] 就
[01:22:02.140 - 01:22:04.300] 他可以得到什麼
[01:22:04.300 - 01:22:04.540] 什麼
[01:22:04.540 - 01:22:05.180] Bandiff
[01:22:05.180 - 01:22:05.740] 什麼
[01:22:05.740 - 01:22:06.140] 優異
[01:22:06.140 - 01:22:06.780] 什麼
[01:22:06.780 - 01:22:07.820] 好處
[01:22:07.820 - 01:22:08.300] 同時
[01:22:08.300 - 01:22:09.660] 還是需要加一個
[01:22:09.660 - 01:22:10.300] 行動
[01:22:10.300 - 01:22:11.340] 希望他
[01:22:11.340 - 01:22:11.980] 看了這份
[01:22:11.980 - 01:22:12.540] 有見以後
[01:22:12.540 - 01:22:13.020] 他
[01:22:13.020 - 01:22:13.260] 他
[01:22:13.260 - 01:22:13.500] 想
[01:22:13.500 - 01:22:15.100] 他需要做什麼
[01:22:15.100 - 01:22:16.140] 要練習你
[01:22:16.140 - 01:22:17.100] 都需要留一個
[01:22:17.100 - 01:22:17.740] 薰盤嗎
[01:22:17.740 - 01:22:19.740] 還是需要做什麼
[01:22:20.940 - 01:22:22.460] 所以在最後一個部分
[01:22:22.460 - 01:22:22.940] 還是
[01:22:22.940 - 01:22:23.820] 一定有加
[01:22:23.820 - 01:22:24.940] 一個
[01:22:24.940 - 01:22:25.340] 英文
[01:22:25.340 - 01:22:26.620] 叫Cold Action
[01:22:26.620 - 01:22:27.420] 就等於是說
[01:22:27.420 - 01:22:28.620] 一個心動
[01:22:28.620 - 01:22:29.100] 比如說
[01:22:29.100 - 01:22:30.460] 我希望你可以
[01:22:30.460 - 01:22:31.500] 恢復我
[01:22:31.500 - 01:22:32.140] 或者你
[01:22:32.140 - 01:22:33.100] 我希望你可以
[01:22:33.100 - 01:22:33.260] 一個
[01:22:33.260 - 01:22:34.540] 我說你
[01:22:34.540 - 01:22:35.180] 感興趣
[01:22:35.180 - 01:22:36.140] 還是不敢興趣
[01:22:36.140 - 01:22:36.780] 不管你
[01:22:36.780 - 01:22:37.660] 敢不敢興趣
[01:22:37.660 - 01:22:38.940] 至少告訴我
[01:22:38.940 - 01:22:40.140] 還是說
[01:22:40.140 - 01:22:40.860] 如果你
[01:22:40.860 - 01:22:41.660] 方面的話
[01:22:41.660 - 01:22:43.500] 我可以給你打電話嗎
[01:22:43.500 - 01:22:44.380] 還是什麼
[01:22:44.380 - 01:22:45.100] 就是希望
[01:22:45.100 - 01:22:45.740] 用戶
[01:22:45.740 - 01:22:46.540] 他看了這份
[01:22:46.540 - 01:22:47.580] 有見以後
[01:22:47.580 - 01:22:48.860] 他需要做什麼
[01:22:48.860 - 01:22:49.580] 或者他需要
[01:22:49.580 - 01:22:50.060] 給我們
[01:22:50.060 - 01:22:50.540] 幾公司
[01:22:50.540 - 01:22:51.820] 發表方塊
[01:22:52.620 - 01:22:53.980] 那很多時候
[01:22:53.980 - 01:22:54.300] 其實
[01:22:54.300 - 01:22:55.500] 我們發表一份有見
[01:22:55.500 - 01:22:56.060] 然後Cold
[01:22:56.060 - 01:22:57.900] 還沒有馬上恢復的話
[01:22:57.900 - 01:22:59.660] 我們會特別早幾
[01:22:59.660 - 01:23:01.100] 但是最好還是
[01:23:01.100 - 01:23:02.460] 等幾天
[01:23:02.460 - 01:23:03.260] 也可以
[01:23:03.260 - 01:23:04.540] 從幾天等
[01:23:04.540 - 01:23:05.660] 等於週
[01:23:05.660 - 01:23:07.020] 然後就等一下
[01:23:07.020 - 01:23:08.300] 就是
[01:23:08.300 - 01:23:09.180] 還是
[01:23:09.180 - 01:23:10.060] 那一心一點
[01:23:10.060 - 01:23:11.900] 因為很多Cold
[01:23:11.900 - 01:23:12.620] 特別馬
[01:23:12.620 - 01:23:13.820] 他們不一定是
[01:23:13.820 - 01:23:15.740] 馬上就會恢復你的有見
[01:23:15.740 - 01:23:16.460] 但是如果他
[01:23:16.460 - 01:23:18.940] 也就之內還沒有恢復的話
[01:23:18.940 - 01:23:20.700] 那一圈是有呈現
[01:23:20.700 - 01:23:22.540] 從心練習他們也
[01:23:22.540 - 01:23:24.140] 不一定會打到他們
[01:23:25.100 - 01:23:26.860] 所以我們在
[01:23:26.860 - 01:23:27.420] 這些
[01:23:27.420 - 01:23:28.460] 課程的
[01:23:28.460 - 01:23:29.180] 內有還是
[01:23:29.180 - 01:23:30.460] 適到很多的
[01:23:30.460 - 01:23:31.660] 跟有間
[01:23:31.660 - 01:23:32.460] 想光的
[01:23:32.460 - 01:23:33.420] 還有跟有間
[01:23:33.420 - 01:23:34.380] 以消想光的
[01:23:34.380 - 01:23:34.860] 一部分
[01:23:34.860 - 01:23:35.420] 新西
[01:23:35.420 - 01:23:36.460] 和建議
[01:23:36.460 - 01:23:37.100] 希望
[01:23:37.100 - 01:23:37.660] 這些
[01:23:37.660 - 01:23:38.700] 對道責還是有
[01:23:38.700 - 01:23:39.340] 版住
[01:23:39.340 - 01:23:39.980] 大家可以
[01:23:39.980 - 01:23:40.540] 回去
[01:23:40.540 - 01:23:42.140] 儘快
[01:23:42.140 - 01:23:42.940] 儘快
[01:23:42.940 - 01:23:43.500] 40
[01:23:43.500 - 01:23:44.620] 儘快利用
[01:23:44.620 - 01:23:45.260] 我們
[01:23:45.260 - 01:23:46.140] 水道的
[01:23:46.140 - 01:23:47.500] 新西和建議
[01:23:47.500 - 01:23:48.700] 謝謝大家
